,Parametro,Prob,,
1579,FRANCISCO OLAGUIBEL,7.44E-05,,
6046,VALDIVIA,7.44E-05,,
8596,AVENIDA 4,7.44E-05,,
15426,ALCATRAZ,7.44E-05,,
6103,AVENIDA EJE CENTRAL LAZARO CARDENAS,7.44E-05,,
12821,PAZ MONTES DE OCA,7.44E-05,,
12823,PEDRO ENRIQUEZ URENA,7.44E-05,,
6186,HORTENSIA,7.44E-05,,
12826,AV. ZACATLAN,7.44E-05,,
19486,TONATZIN,7.44E-05,,
1342,DR. MARIANO AZUELA,7.44E-05,,
6259,GANTE,7.44E-05,,
1319,RIO TUXPAN,7.44E-05,,
8414,PAPATZIN,7.44E-05,,
1282,TEPOZAN,7.44E-05,,
1265,CAMPANA DE EBANO,7.44E-05,,
8366,SALAVERRY,7.44E-05,,
8784,RETAMA,7.44E-05,,
5853,INGENIERO EDUARDO MOLINA,7.44E-05,,
9367,AV. PRINCIPAL,7.44E-05,,
12457,CORONAS,7.44E-05,,
9355,CREPUSCULO,7.44E-05,,
9337,CANDIDO NAVARRO,7.44E-05,,
2484,SANTA ANA,7.44E-05,,
2427,GENERAL MARIANO ESCOBEDO,7.44E-05,,
11954,TEPETL,7.44E-05,,
5380,AVENIDA FABIAN FLORES,7.44E-05,,
11980,CABO BUENA ESPERANZA,7.44E-05,,
16106,MISTERIOS,7.44E-05,,
2282,RAMIRIQUI,7.44E-05,,
5449,HUITZILOPOCHTLI,7.44E-05,,
2232,AV. OAXACA,7.44E-05,,
9093,AVENIDA 22 DE FEBRERO,7.44E-05,,
12138,VILLA FRECHOS,7.44E-05,,
9046,REY HUEMAN,7.44E-05,,
5620,SUR 101,7.44E-05,,
5632,BIOGRAFOS,7.44E-05,,
5637,F.C. HIDALGO,7.44E-05,,
5638,CABALLO CALCO,7.44E-05,,
5693,ROCHESTER,7.44E-05,,
1974,LEGARIA,7.44E-05,,
5707,AVENIDA 414,7.44E-05,,
1890,ASTILLEROS,7.44E-05,,
15744,IGNACIO L. VALLARTA,7.44E-05,,
8850,ABRAHAM SANCHEZ,7.44E-05,,
5828,HACIENDA DE NARVARTE,7.44E-05,,
19130,AVENIDA 412,7.44E-05,,
1819,SUR 79,7.44E-05,,
9226,MAR DE LAS CRISIS,7.44E-05,,
15843,TAMAGNO,7.44E-05,,
13871,LAGO WINNIPEG,7.44E-05,,
7813,OLIVOS,7.44E-05,,
6851,AVENIDA JOSE LORETO FABELA,7.44E-05,,
7814,DOCTOR VELASCO,7.44E-05,,
43,JACARANDA,7.44E-05,,
352,RENATO LEDUC,7.44E-05,,
7700,SABALO,7.44E-05,,
6975,ENRIQUE ANORVE,7.44E-05,,
14288,AVENIDA EXPLORADORES,7.44E-05,,
477,MIGUEL ALEMAN,7.44E-05,,
13663,COCONETLA,7.44E-05,,
7572,LUISA,7.44E-05,,
7053,ARABELLA,7.44E-05,,
6968,RUBENS,7.44E-05,,
7720,DOLORES,7.44E-05,,
20422,CALZ. DE LAS BOMBAS,7.44E-05,,
563,GIOTTO,7.44E-05,,
270,ORIENTE 83,7.44E-05,,
7473,EJE 1 PTE. GUERRERO,7.44E-05,,
314,AXOLAHUA,7.44E-05,,
14134,FUJIYAMA,7.44E-05,,
629,TALISMAN,7.44E-05,,
5618,KINCHIL,6.87E-05,,
4512,JOSE MARIA CORREA,6.87E-05,,
332,GLORIETA DE INSURGENTES,6.87E-05,,
18760,VIAD. PDTE. MIGUEL ALEMAN,6.87E-05,,
8056,ECONOMIA,6.87E-05,,
2901,LAGO AULLAGAS,6.87E-05,,
6664,COSCOMATE,6.87E-05,,
1937,AZCAPOTZALCO LA VILLA,6.87E-05,,
6227,CRATER,6.87E-05,,
10377,SANCHEZ AZCONA,6.87E-05,,
6661,JORGE ENCISO,6.87E-05,,
5734,APARTADO,6.87E-05,,
624,NORTE 72,6.87E-05,,
9649,SEGUNDO CALLEJON DE LAGO MAYOR,6.87E-05,,
6392,MONACO,6.87E-05,,
2313,SABADELL,6.87E-05,,
844,AV DIVISION DEL NORTE,6.87E-05,,
6654,CONGRESO DE CHILPANCINGO SUR,6.87E-05,,
5014,AVENIDA RIBERA DE SAN COSME,6.87E-05,,
3389,SOSTENES ROCHA,6.87E-05,,
8478,CLAUDIO BERNARD,6.87E-05,,
7570,AV. DE LOS INSURGENTES SUR,6.87E-05,,
16039,MONTE DE PIEDAD,6.87E-05,,
9468,NORTE 25,6.87E-05,,
9380,TORONJIL,6.87E-05,,
8984,CLAVELES,6.87E-05,,
12810,CHURUBUSCO,6.87E-05,,
130,12 DE DICIEMBRE,6.87E-05,,
10164,AV. RIO TACUBAYA,6.87E-05,,
9984,BONDOJITO,6.87E-05,,
2933,LA CORONA,6.87E-05,,
20798,FELIX ROMERO,6.87E-05,,
5208,AMADOR SALAZAR,6.87E-05,,
11083,CALLE BENITO JUAREZ,6.87E-05,,
11458,SAN CARLOS,6.87E-05,,
9220,31 DE JULIO DE 1859,6.87E-05,,
13516,HUIPULCO,6.87E-05,,
10614,LA VENTA,6.87E-05,,
15764,AVENIDA VALLEJO,6.87E-05,,
2554,ORIENTE 107,6.87E-05,,
5203,AVICULTURA,6.87E-05,,
5757,CINE MEXICANO,6.87E-05,,
12842,EJE 4 SUR (XOLA),6.87E-05,,
8887,RIO FUERTE,6.87E-05,,
10390,ANILLO PERIFERICO BOULEVARD ADOLFO LOPEZ MATEOS,6.87E-05,,
19603,RAYON,6.87E-05,,
10621,TLAHUICAS,6.87E-05,,
17658,THIERS,6.87E-05,,
5393,PROLONGACION XOCHICALCO,6.87E-05,,
12340,AVENIDA PERIFERICO  SUR   BOULEVARD  ADOLFO LOPEZ MATEOS,6.87E-05,,
4928,CALZ. DE LAS ARMAS,6.87E-05,,
4502,AV. CAFETALES,6.87E-05,,
1939,TECOH,6.87E-05,,
1196,DR BALMIS,6.87E-05,,
10344,AV. ALTA TENSION,6.87E-05,,
4156,EJE 7-A SUR (GRAL. FELIX CUEVAS),6.87E-05,,
1985,BATALLON LIGERO DE TOLUCA,6.87E-05,,
1199,TEBAS,6.87E-05,,
8386,MINAS DE ARENA,6.87E-05,,
16535,METRO PANTITLAN,6.87E-05,,
609,10,6.87E-05,,
7703,LAGO AMATITLAN,6.87E-05,,
14882,CALLE B,6.87E-05,,
10970,CALLEJON DE LAS FLORES,6.87E-05,,
12284,AVENIDA 2,6.87E-05,,
10133,INVIERNO,6.87E-05,,
4171,PLAYA AZUL,6.87E-05,,
911,FERNANDO ROMAN LUGO,6.87E-05,,
10095,GAVILAN,6.87E-05,,
4173,MARIANO ABASOLO,6.87E-05,,
2828,AVENIDA APATLACO,6.87E-05,,
9164,LUIS MANUEL ROJAS,6.87E-05,,
11564,PELICANO,6.87E-05,,
234,PEDERNAL,6.87E-05,,
2017,AVENIDA TALISMAN,6.87E-05,,
6341,SUR 145,6.87E-05,,
5658,CARPIO,6.87E-05,,
2811,ORIENTE 112,6.87E-05,,
17396,NAYARITAS,6.87E-05,,
12937,NORTE 7,6.87E-05,,
10668,DIAGONAL DE LOS OLIVOS,6.87E-05,,
17981,AVENIDA 503,6.87E-05,,
594,ESCUELA INDUSTRIAL,6.87E-05,,
15793,AV. BALDERAS,6.87E-05,,
9645,VILLA FELICHE,6.87E-05,,
5413,NUEVA SANTO DOMINGO,6.87E-05,,
3718,AV. F.F.C.C. NACIONALES,6.87E-05,,
13984,LEON DE LOS ALDAMA,6.87E-05,,
3819,PROLONGACION MORELOS,6.87E-05,,
1177,JUAN TINOCO,6.87E-05,,
19036,POZOS,6.87E-05,,
861,NORTE 82 A,6.87E-05,,
29437,ROMULO OFARRIL,6.87E-05,,
1335,PUERTO TUXPAN,6.87E-05,,
12236,REPUBLICA DE GUATEMALA,6.87E-05,,
221,MEXICANOS,6.87E-05,,
113,CAMIONEROS,6.87E-05,,
12075,AVENIDA  MIGUEL ANGEL DE QUEVEDO,6.87E-05,,
3543,JERUSALEN,6.87E-05,,
6917,GALLO DE ORO,6.87E-05,,
1311,CHOAPAN,6.87E-05,,
4469,FRANCISCO ZARCO,6.87E-05,,
6378,EJE 5 SUR PROL. MARCELINO BUENDIA,6.87E-05,,
5176,DR JIMENEZ,6.87E-05,,
5700,VILLA GUILLERMINA,6.87E-05,,
4957,DOCTOR ARCE,6.87E-05,,
11445,LAS TORRES,6.87E-05,,
11560,MEXICO TACUBA,6.87E-05,,
2534,CALLE 16 DE SEPTIEMBRE,6.87E-05,,
12553,SOLON ARGUELLO,6.87E-05,,
7250,CALLE ALDAMA,6.87E-05,,
5570,DR. OLVERA,6.87E-05,,
2409,MOLLENDO,6.87E-05,,
4244,AV. DR. RIO DE LA LOZA,6.87E-05,,
7757,13,6.87E-05,,
11201,AVENIDA INSURGENTES CENTRO,6.87E-05,,
10539,SANTANDER,6.87E-05,,
2122,CALLE D,6.87E-05,,
4240,HECTOR VICTORIA,6.87E-05,,
2121,RIO PAPALOAPAN,6.87E-05,,
2119,MIRASOL,6.87E-05,,
4049,PERSIA,6.87E-05,,
2398,GOLDSMITH,6.87E-05,,
4639,PASEO DE LOS JARDINES,6.87E-05,,
3231,DOS DE ABRIL,6.87E-05,,
15057,HORTICULTURA,6.87E-05,,
1804,DIAMANTE,6.87E-05,,
1541,CALLE CUAUHTEMOC,6.87E-05,,
14971,CALZADA  ERMITA IZTAPALAPA,6.87E-05,,
16780,SUR 138,6.87E-05,,
8586,BIOLOGO MAXIMINO MARTINEZ,6.87E-05,,
21346,ALARCON,6.87E-05,,
8694,MARIANO SALAS,6.87E-05,,
5320,ENSENADA,6.87E-05,,
1013,PLAYA TENACATITA,6.87E-05,,
9765,LUIS ECHEVERRIA,6.87E-05,,
1019,URUGUAY,6.87E-05,,
4255,SUR 173,6.87E-05,,
6980,PLAYA ENCANTADA,6.87E-05,,
9851,AV. ANDRES MOLINA ENRIQUEZ,6.87E-05,,
6817,AV. 606,6.87E-05,,
3152,AVENIDA CUAHUTEMOC,6.87E-05,,
9329,ANTONIO SIERRA,6.87E-05,,
10470,JOSE MARIA VELASCO,6.87E-05,,
8681,TOLNAHUAC,6.87E-05,,
12631,PUERTO TOPOLOBAMPO,6.87E-05,,
17531,CASTILLA ORIENTE,6.87E-05,,
5899,RIO CAZONES,6.87E-05,,
2476,LORETO FABELA,6.87E-05,,
9070,FRAMBUESA,6.87E-05,,
8229,AVENIDA MEXICO XOCHIMILCO,6.87E-05,,
2478,AV. CHICAGO,6.87E-05,,
16752,MAJUELOS,6.87E-05,,
11340,MAR DE LOS VAPORES,6.87E-05,,
19292,AV. 8,6.87E-05,,
3048,AV. SEIS,6.87E-05,,
4795,AV. SANTA FE,6.87E-05,,
14515,NINO ARTILLERO,6.87E-05,,
10760,AV. DE LAS FUENTES,6.87E-05,,
6531,CALLE HIDALGO,6.87E-05,,
8283,LA LOMA,6.87E-05,,
10180,SANTA TECLA,6.87E-05,,
21631,AV INSURGENTES NORTE,6.87E-05,,
1478,AVENIDA SAN ANTONIO ABAD,6.87E-05,,
481,PROLONGACION MOCTEZUMA,6.87E-05,,
14681,CAMINO DE LOS TOROS,6.87E-05,,
772,CRUCES,6.87E-05,,
4585,CTO. EXTERIOR,6.87E-05,,
14521,ADRIAN CASTREJON,6.87E-05,,
2365,BARRANCA,6.87E-05,,
3114,AV. YUCATAN,6.87E-05,,
2104,FRAY TORIBIO DE BENAVENTE,6.87E-05,,
1140,LATERAL DE RIO CHURUBUSCO,6.87E-05,,
11433,AVENIDA ONCE,6.87E-05,,
14524,CANAL DE CHURUBUSCO,6.87E-05,,
11111,AV. FUENTES BROTANTES,6.87E-05,,
4571,ORIENTE 239,6.87E-05,,
3315,SANTA ESCUELA,6.87E-05,,
3995,EPSILON,6.87E-05,,
2356,AV. CONTRERAS,6.87E-05,,
8166,YOSEMITE,6.87E-05,,
10431,RAMON ALDANA,6.87E-05,,
5816,RIO ATOYAC,6.87E-05,,
13082,CAMARONES,6.87E-05,,
15067,JOSE MARIA MATA,6.87E-05,,
29960,EVA SAMANO DE LOPEZ MATEOS,6.87E-05,,
3916,ELPIDIO CORTEZ,6.87E-05,,
15413,NARDO,6.87E-05,,
638,TENORIOS,6.87E-05,,
7238,SAN ANDRES,6.87E-05,,
11620,LA CRUZ,6.87E-05,,
6105,FRUTAS Y LEGUMBRES,6.87E-05,,
3269,SATURNO,6.87E-05,,
7071,GUERRA DE REFORMA,6.87E-05,,
4059,AVENIDA ANIL,6.87E-05,,
2113,EJE 2 OTE. (AV. H. CONGRESO DE LA UNION),6.87E-05,,
2685,AGUSTIN YANEZ,6.87E-05,,
291,JUAN COUSIN,6.87E-05,,
16445,CALZ. DE LA NARANJA,6.87E-05,,
17847,PUERTO ENSENADA,6.87E-05,,
7168,SAN BERNABE,6.87E-05,,
3281,GOLONDRINAS,6.87E-05,,
4280,MONTES PIRINEOS,6.30E-05,,
3638,CALLE 5 DE MAYO,6.30E-05,,
5072,CALLE 30,6.30E-05,,
1215,ANTONIO MAURA,6.30E-05,,
8333,LUIS HIDALGO MONROY,6.30E-05,,
17143,SAN ALEJANDRO,6.30E-05,,
5640,CALZADA ZARAGOZA,6.30E-05,,
8993,TETLALPA,6.30E-05,,
15887,VILLA DE AYALA,6.30E-05,,
9069,AV. VERACRUZ,6.30E-05,,
2037,SUR 121,6.30E-05,,
2713,SILOS,6.30E-05,,
3649,MANUEL M. PONCE,6.30E-05,,
7598,AV. DE LOS PINOS,6.30E-05,,
248,AV. MIGUEL BERNARD,6.30E-05,,
1069,CALLE CINCO,6.30E-05,,
13128,CAMINO A SANTA LUCIA,6.30E-05,,
3574,MASCAGNI,6.30E-05,,
10172,ESTADO DE SINALOA,6.30E-05,,
7061,ANTIGUA VIA A LA VENTA,6.30E-05,,
2092,MARAVATIO,6.30E-05,,
5601,DE LA REPUBLICA,6.30E-05,,
5597,CERRADA DE PINO,6.30E-05,,
22116,AMATISTA,6.30E-05,,
4369,CALLE 317,6.30E-05,,
13087,DZIBALCHEN,6.30E-05,,
6396,SUR 155,6.30E-05,,
9566,PONIENTE 146,6.30E-05,,
9041,ETZATLAN,6.30E-05,,
14155,NO PRECISA LUGAR DE HECHOS,6.30E-05,,
6891,SUR 136,6.30E-05,,
4352,LINDAVISTA,6.30E-05,,
2130,LATERAL DE VIADUCTO,6.30E-05,,
10211,CAMINO DEL EXITO A,6.30E-05,,
7827,JOSE ROSAS MORENO,6.30E-05,,
10142,CUICUILCO,6.30E-05,,
5004,TZINAL,6.30E-05,,
9054,CARRASCO,6.30E-05,,
1191,EMPERADORES AZTECAS,6.30E-05,,
1194,ADOLFO DE LA HUERTA,6.30E-05,,
8243,MONTANA,6.30E-05,,
1079,AV. RIO DE LOS REMEDIOS,6.30E-05,,
19590,AVENIDA 6,6.30E-05,,
3632,AVENIDA RIO SAN JOAQUIN,6.30E-05,,
6885,AV. 4,6.30E-05,,
27468,FERNANDO,6.30E-05,,
5031,CAMPO ENCANTADO,6.30E-05,,
5288,CRATER ATLAS,6.30E-05,,
11557,CAMINO DEL RECREO,6.30E-05,,
1581,RIO NIAGARA,6.30E-05,,
4655,CALLE 61,6.30E-05,,
8617,CHIMALCOYOTL,6.30E-05,,
13949,PALMA NORTE,6.30E-05,,
6057,OBRERO  MUNDIAL,6.30E-05,,
21882,SASTRERIA,6.30E-05,,
21691,ROSAS MORENO,6.30E-05,,
6064,CIEN FUEGOS,6.30E-05,,
16907,ESFUERZO,6.30E-05,,
15434,CUAPINOL,6.30E-05,,
11173,CALLE ESTRELLA,6.30E-05,,
8588,GUSTAVO BAZAN,6.30E-05,,
15425,ALBINO GARCIA,6.30E-05,,
3253,PLAYA ERIZO,6.30E-05,,
475,CALLE 315,6.30E-05,,
6101,AMBROSIO DEL PINO,6.30E-05,,
9938,PENSADOR MEXICANO,6.30E-05,,
12745,OLMOS,6.30E-05,,
4860,SAN ELEUTERIO,6.30E-05,,
24513,BOULEVARD DE LA LUZ,6.30E-05,,
16943,VILLA DE MOR,6.30E-05,,
8553,AVENIDA DE LA PAZ,6.30E-05,,
8829,MERCURIO,6.30E-05,,
19381,RIO TLACOTALPAN,6.30E-05,,
1779,LIDIA,6.30E-05,,
3205,AVENIDA DE LAS MINAS,6.30E-05,,
17916,DR. MARQUEZ,6.30E-05,,
18127,AVENIDA DE LAS FUENTES,6.30E-05,,
18191,CALLE CUATRO,6.30E-05,,
14485,EJE 3 ORIENTE FRANCISCO DEL PASO Y TRONCOSO,6.30E-05,,
21788,PENNSYLVANIA,6.30E-05,,
3128,AV.  EJERCITO NACIONAL,6.30E-05,,
12551,FRANCISCO DE P. MIRANDA,6.30E-05,,
4719,AVENIDA MIRAMONTES,6.30E-05,,
19207,EJE CENTRAL  LAZARO CARDENAS,6.30E-05,,
18169,PLATANALES,6.30E-05,,
11262,RIO NAZAS,6.30E-05,,
25640,GENERAL MARIANO ARISTA,6.30E-05,,
15603,CENTLAPATL,6.30E-05,,
13690,MARTHA,6.30E-05,,
24346,SUR 65 A,6.30E-05,,
7538,PEDRO DE ALBA,6.30E-05,,
1634,LAGO XIMILPA,6.30E-05,,
3163,CALIFORNIA,6.30E-05,,
19273,LA MORA,6.30E-05,,
12525,AVENIDA FRANCISCO DEL PASO Y TRONCOSO,6.30E-05,,
11241,25,6.30E-05,,
1621,GRAL. JOSE MORAN,6.30E-05,,
3065,GUELATAO,6.30E-05,,
8758,AVENIDA XOCHIMILCO,6.30E-05,,
4799,AV. SANTA ANA,6.30E-05,,
15702,CAMINO REAL A SAN LORENZO,6.30E-05,,
4592,AV. NINOS HEROES DE CHAPULTEPEC,6.30E-05,,
4586,AV. PRESIDENTE MASARYK,6.30E-05,,
21929,OCTAVIO PAZ,6.30E-05,,
3434,AV. COPILCO,6.30E-05,,
10059,SAN PERFECTO,6.30E-05,,
6278,ROSA DE ORO,6.30E-05,,
4952,MIGUEL SCHULTZ,6.30E-05,,
6289,ACAMAPICHTLI,6.30E-05,,
6293,CALLE SIETE,6.30E-05,,
2849,HUACHINANGO,6.30E-05,,
8394,LLANURA,6.30E-05,,
226,PUENTE DE GUERRA,6.30E-05,,
15209,CAMPO TORTUGUERO,6.30E-05,,
12949,JOAQUIN AMARO,6.30E-05,,
15201,LAGO VIEDMA,6.30E-05,,
1999,ALFONSO CEBALLOS,6.30E-05,,
7050,MIMOSAS,6.30E-05,,
8375,MAGNOLIAS,6.30E-05,,
6318,ORIENTE 235 C,6.30E-05,,
8367,NORTE 3,6.30E-05,,
17118,RIO EBRO,6.30E-05,,
17927,CAMARON,6.30E-05,,
9596,CALZ. STA. CRUZ,6.30E-05,,
2016,INSURGENTES CENTRO,6.30E-05,,
4418,BOCANEGRA,6.30E-05,,
3499,URANIO,6.30E-05,,
35963,SIN LUGAR DE HECHOS,6.30E-05,,
17967,DONATO GUERRA,6.30E-05,,
4936,ESCUELA,6.30E-05,,
1417,JOSE AGUILAR BARRAZA,6.30E-05,,
198,ROTOGRABADOS,6.30E-05,,
4578,RAFAEL BUELNA,6.30E-05,,
12414,POPOLNA,6.30E-05,,
2951,CATARINO BENAVIDES,6.30E-05,,
8514,CALZ. DE LOS TENORIOS,6.30E-05,,
6164,COQUIMBO,6.30E-05,,
6170,AV. 510,6.30E-05,,
4561,ALISO,6.30E-05,,
2941,JESUS DEL MONTE,6.30E-05,,
11451,AV CHAPULTEPEC,6.30E-05,,
2918,17,6.30E-05,,
8435,AVENIDA ANDRES MOLINA ENRIQUEZ,6.30E-05,,
10015,EJE 2 NTE. (AV. CANAL DEL NORTE),6.30E-05,,
122,SE IGNORA LUGAR DE HECHOS,6.30E-05,,
3383,AVENIDA RIO TACUBAYA,6.30E-05,,
1370,FRANCISCO MORENO,6.30E-05,,
4513,AYUTLA,6.30E-05,,
6234,DOCTOR ERAZO,6.30E-05,,
3396,AVENIDA RIO MAGDALENA,6.30E-05,,
2697,ACALOTENCO,6.30E-05,,
10034,AV. VICTORIA OTE.,6.30E-05,,
8439,RIO GUADALQUIVIR,6.30E-05,,
7442,LAZARO PAVIA,6.30E-05,,
5944,REPUBLICA FEDERAL,6.30E-05,,
269,AV. EMILIO CASTELAR,6.30E-05,,
16226,GENERAL RIQUELME,6.30E-05,,
18733,ESTACION DEL METRO PINO SUAREZ,6.30E-05,,
29984,PUEBLO NUEVO,6.30E-05,,
10584,SELVA,6.30E-05,,
2483,GLORIA,6.30E-05,,
6867,PALOMAS,6.30E-05,,
11751,AV.  CUAUHTEMOC,6.30E-05,,
8094,LUIS CARRACCI,6.30E-05,,
23622,FRAY JUAN DE PADILLA,6.30E-05,,
2217,SACRAMENTO,6.30E-05,,
7336,AV HIDALGO,6.30E-05,,
3952,SUPERMANZANA UNO,6.30E-05,,
979,PAMPAS,6.30E-05,,
707,MAR TIRRENO,6.30E-05,,
287,TENAYUCA CHALMITA,6.30E-05,,
9333,EULALIA GUZMAN,6.30E-05,,
5316,REAL DE MAYORAZGO,6.30E-05,,
16028,MOLDEADORES,6.30E-05,,
9292,AVENIDA COYUYA,6.30E-05,,
13524,ILAMA,6.30E-05,,
17537,ATLANTA,6.30E-05,,
653,LISZT,6.30E-05,,
9112,CUMBRES DE ACUTZINGO,6.30E-05,,
862,CALLE 59,6.30E-05,,
19719,TEPANECOS,6.30E-05,,
10763,LOPE DE VEGA,6.30E-05,,
13185,AFRICA,6.30E-05,,
9326,TEXTITLAN,6.30E-05,,
10289,CERRO AZUL,6.30E-05,,
5123,TINUM,6.30E-05,,
5487,11 DE ENERO DE 1861,6.30E-05,,
2497,NORTE 70,6.30E-05,,
13258,FELIX PARRA,6.30E-05,,
2260,AV. CAPITAN CARLOS LEON,6.30E-05,,
17366,SAN LUCAS,6.30E-05,,
4050,DARWIN,6.30E-05,,
2619,LABORISTAS,6.30E-05,,
14330,PUERTO ANGEL,6.30E-05,,
5457,AVENIDA MEXICO 1968,6.30E-05,,
10443,RIO AMECA,6.30E-05,,
10712,HUILOAPAN,6.30E-05,,
6605,OTAVALO,6.30E-05,,
7405,ORIENTE 156,6.30E-05,,
3927,PLAYA ROSARITO,6.30E-05,,
904,ALFREDO V. BONFIL,6.30E-05,,
23549,GRAL. SOSTENES ROCHA,6.30E-05,,
2496,AVENIDA ANILLO DE CIRCUNVALACION,6.30E-05,,
760,RIO MAYO,6.30E-05,,
948,AGUSTIN DE ITURBIDE,6.30E-05,,
13401,LIMON,6.30E-05,,
14927,AV. PDTE. MASARYK,6.30E-05,,
2491,COSECHAS,6.30E-05,,
10340,PUERTO MARQUEZ,6.30E-05,,
892,AV TAMAULIPAS,6.30E-05,,
10301,PICO DE ORIZABA,6.30E-05,,
13285,AV CENTENARIO,6.30E-05,,
720,BUGAMBILIAS,6.30E-05,,
7147,PLAYA OLA VERDE,6.30E-05,,
583,CEBADALES,6.30E-05,,
6741,AV JUAREZ,6.30E-05,,
1011,HELIOPOLIS,6.30E-05,,
17567,TORNO,6.30E-05,,
11789,SUR 171,6.30E-05,,
812,LUIS YUREN,6.30E-05,,
7139,LAGUNA DE SAN CRISTOBAL,6.30E-05,,
9206,REY TOPILTZIN,6.30E-05,,
9091,AVENIDA PASEO DE LAS PALMAS,6.30E-05,,
7095,GRECIA,6.30E-05,,
3838,ARALIA,6.30E-05,,
2171,PENOLES,6.30E-05,,
17553,ATENAS,6.30E-05,,
9499,AZUCENAS,6.30E-05,,
11859,GABRIEL RAMOS MILLAN,6.30E-05,,
2573,SIDAR Y ROVIROSA,6.30E-05,,
669,CALLE 319,6.30E-05,,
2571,CALLE 313,6.30E-05,,
14700,JOSE MARIA IBARRARAN,6.30E-05,,
7926,MIMOSA,6.30E-05,,
14819,CALLEJON VICTORIA,6.30E-05,,
6801,RIO AMUR,6.30E-05,,
3851,JAVIER BARROS SIERRA,6.30E-05,,
9216,ORIENTE 245 B,6.30E-05,,
5210,ZENZONTLE,6.30E-05,,
851,EJE DE GUERRERO,6.30E-05,,
37647,"EN AVENIDA SAN ANTONIO  Y CALLE MIGUEL ANGEL BOUNARROTI, PLAZA SORIANA",5.72E-06,,
37644,BOSQUE DE TLAHUAC,5.72E-06,,
35774,BLVD.  MANUEL AVILA CAMACHO,5.72E-06,,
37994,EJE 8 LA VIGA,5.72E-06,,
37648,CALLE NIEVE,5.72E-06,,
37992,DESFOGUE (LA CALLE NO SE UBICA),5.72E-06,,
38004,AV. MORELOS (ESTACION METRO JAMAICA DIRECCION MARTIN CARRERA),5.72E-06,,
35700,PRIV. GRAL. FELIPE ANGELES,5.72E-06,,
37996,OTE 6,5.72E-06,,
37649,AVENIDA TEXCOCO  1268,5.72E-06,,
38035,EMMA 116,5.72E-06,,
38037,LA PURISIMA (NO ESTA MARCADA),5.72E-06,,
37998,ESQUINA ABASOLO,5.72E-06,,
38034,DAKOTA  80,5.72E-06,,
37650,CALLE DEL PAIS,5.72E-06,,
38033,HILARIO PEREZ,5.72E-06,,
38031,CERRADA DE LAGO ERNE,5.72E-06,,
37651,COATZEHUAYA,5.72E-06,,
35685,AV. HANG GONZALEZ (AV. LA CANADA),5.72E-06,,
37652,SPMZ EDIF H11 DEPTO 203,5.72E-06,,
37643,ANTONIA NAVA  ESQUINA CON CALLE ADELITA,5.72E-06,,
37991,CERRADA YUCATAN SUR,5.72E-06,,
37642,DOMICILIO DEL IMPUTADO. CAMINO REAL AL AJUSCO NUMERO 74,5.72E-06,,
37638,ORIENTE 110 MANZANA 6 LT 22,5.72E-06,,
38050,CALLE SUR 89,5.72E-06,,
38049,CALLE ENRIQUETA,5.72E-06,,
37681,SAN PABLO XALPA (DEPORTIVO REYNOSA),5.72E-06,,
38048,CALLE JOSE N. PRIETO,5.72E-06,,
38047,ACULCO        -FRANCISCO I. MADERO-,5.72E-06,,
37982,GENERAL ANAYA 145,5.72E-06,,
37636,MARIA FELIX,5.72E-06,,
37984,EXPLANADA TORRE DE HUMANIDADES,5.72E-06,,
38046,6 CERRADA DE ACUEDUCTO,5.72E-06,,
38045,CALLEJON SANTA CRUZ,5.72E-06,,
37637,TERCERA CERRADA DE LA AVENIDA 601,5.72E-06,,
38044,ATEXQUILZAHUAL,5.72E-06,,
37987,PROLONGACION SAN CIRPRIAN,5.72E-06,,
38043,AV VERACRUZ,5.72E-06,,
38038,AV CARACOL,5.72E-06,,
38042,"EJE 3, GEOGRAFOS",5.72E-06,,
38041,ANDADOR 5 MARIA DEL MAR,5.72E-06,,
37640,MOSART,5.72E-06,,
37641,20 DE NOVIEMBRE (NO SE LOCLIZO LAS CALLES EN LA COLONIA REFERIDA),5.72E-06,,
37680,AVE NIDA SANTA LUCIA,5.72E-06,,
37679,AVENIDA TEXCOCO  NUMERO 1268 CONDOMINOS 16-A-3  DEPARTAMENTO 202,5.72E-06,,
38040,CALLE EMILIANO ZAPATA (NO SE UBICA LA CALLE),5.72E-06,,
38039,ORIENTE 1 (ANILLO CIRCUNVALACION DE CIRCUNVALACION),5.72E-06,,
35682,INTERIOR DEL VAGON DE METRO DE LA LINEA 1,5.72E-06,,
37988,AVENIDA LOMAS DE SOTELO Y PRESA DE LA AMISTAD,5.72E-06,,
35683,PONIENTE 122 #672,5.72E-06,,
37678,CERRADA HANK GONZALEZ,5.72E-06,,
35684,AUTOPISTA CUERNAVACA - MEXICO KM. 33 MAS 250,5.72E-06,,
38030,PZITAS     -NO ESTA MARCADA-,5.72E-06,,
38027,(SIN PRECISAR),5.72E-06,,
35686,AV. AFRICA,5.72E-06,,
37674,CALZ. DE LOS ENORIOS,5.72E-06,,
37661,PRIMERA CERRA DE JACARANDAS,5.72E-06,,
35687,"AV. PANAMERICANA, RINCONADA DEIDADES",5.72E-06,,
35690,PLAYA LANGOSTA NUM. 304,5.72E-06,,
37662,AREA DE COMIDA FACULTAD DE FILOSOFIA Y LETRAS DE LA UNAM,5.72E-06,,
38016,DE PERALES,5.72E-06,,
